Estaciones;Fechas;Parametros;Valores
Ar-04;1/03/2020;PM2.5;12.27
Ar-04;1/07/2020;PM2.5;10.75
Ar-04;1/08/2020;PM2.5;20.37
Ar-04;1/09/2020;PM2.5;23.4
Ar-04;1/10/2020;PM2.5;11.29
Ar-04;1/11/2020;PM2.5;22.73
Ar-04;1/12/2020;PM2.5;2.57
Ar-04;1/01/2021;PM2.5;5.33
Ar-04;1/02/2021;PM2.5;3.95
Ar-04;1/03/2021;PM2.5;2.5
Ar-04;1/04/2021;PM2.5;2.78
Ar-04;1/05/2021;PM2.5;11.02
Ar-04;1/06/2021;PM2.5;4.42
Ar-04;1/07/2021;PM2.5;17.41
Ar-04;1/08/2021;PM2.5;10.86
Ar-04;1/09/2021;PM2.5;7.93
Ar-04;1/10/2021;PM2.5;2.5
Ar-04;1/11/2021;PM2.5;25.4
Ar-04;1/12/2021;PM2.5;2.5
Ar-04;1/01/2022;PM2.5;15.49
Ar-04;1/02/2022;PM2.5;2.5
Ar-04;1/03/2022;PM2.5;2.5
Ar-04;1/04/2022;PM2.5;2.5
Ar-04;1/05/2022;PM2.5;9.09
Ar-04;1/06/2022;PM2.5;2.5
Ar-04;1/07/2022;PM2.5;10.66
Ar-04;1/08/2022;PM2.5;12.3
Ar-04;1/09/2022;PM2.5;5.75
Ar-04;1/10/2022;PM2.5;12.19
Ar-04;1/11/2022;PM2.5;8.63
Ar-04;1/12/2022;PM2.5;11.46
Ar-04;1/01/2023;PM2.5;2.5
Ar-04;1/02/2023;PM2.5;3.76
Ar-04;1/03/2023;PM2.5;2.5
Ar-04;1/04/2023;PM2.5;2.5
Ar-04;1/05/2023;PM2.5;6.8
Ar-04;1/06/2023;PM2.5;34.1
Ar-04;1/07/2023;PM2.5;14.57
Ar-04;1/08/2023;PM2.5;42.62
Ar-04;1/09/2023;PM2.5;7.2
Ar-04;1/10/2023;PM2.5;2.76
Ar-04;1/11/2023;PM2.5;4.09
Ar-04;1/12/2023;PM2.5;3.7
Ar-04;1/01/2024;PM2.5;2.84
Ar-04;1/02/2024;PM2.5;3.96
Ar-04;1/03/2024;PM2.5;2.76
Ar-04;1/04/2024;PM2.5;2.76
Ar-04;1/05/2024;PM2.5;3.91
Ar-04;1/06/2024;PM2.5;11.37
Ar-04;1/07/2024;PM2.5;13.35
Ar-04;1/08/2024;PM2.5;6.62
Ar-04;1/09/2024;PM2.5;22.4
Ar-04;1/10/2024;PM2.5;2.76
Ar-04;1/11/2024;PM2.5;16.24
Ar-04;1/12/2024;PM2.5;2.76
Ar-04;1/01/2025;PM2.5;2.76
Ar-04;1/02/2025;PM2.5;2.76
Ar-04;1/03/2025;PM2.5;2.76
Ar-04;1/04/2025;PM2.5;2.76
Ar-04;1/05/2025;PM2.5;2.76
Ar-04;1/06/2025;PM2.5;7.36
Ar-01;1/01/2020;PM10;15.28
Ar-01;1/02/2020;PM10;8.08
Ar-01;1/03/2020;PM10;49.99
Ar-01;1/07/2020;PM10;52.16
Ar-01;1/08/2020;PM10;62.75
Ar-01;1/09/2020;PM10;34.88
Ar-01;1/10/2020;PM10;58.23
Ar-01;1/11/2020;PM10;79.59
Ar-01;1/12/2020;PM10;9.7
Ar-01;1/01/2021;PM10;5.5
Ar-01;1/02/2021;PM10;17.35
Ar-01;1/03/2021;PM10;4.41
Ar-01;1/04/2021;PM10;9.1
Ar-01;1/05/2021;PM10;13.66
Ar-01;1/06/2021;PM10;42.81
Ar-01;1/07/2021;PM10;61.67
Ar-01;1/08/2021;PM10;45.78
Ar-01;1/09/2021;PM10;5.89
Ar-01;1/10/2021;PM10;3.93
Ar-01;1/11/2021;PM10;3.15
Ar-01;1/12/2021;PM10;4.92
Ar-01;1/01/2022;PM10;4.12
Ar-01;1/02/2022;PM10;8.37
Ar-01;1/03/2022;PM10;3.15
Ar-01;1/04/2022;PM10;3.15
Ar-01;1/05/2022;PM10;3.15
Ar-01;1/06/2022;PM10;19.03
Ar-01;1/07/2022;PM10;44.85
Ar-01;1/08/2022;PM10;17.44
Ar-01;1/09/2022;PM10;23
Ar-01;1/10/2022;PM10;9.74
Ar-01;1/11/2022;PM10;28.71
Ar-01;1/12/2022;PM10;11.77
Ar-01;1/01/2023;PM10;3.15
Ar-01;1/02/2023;PM10;3.15
Ar-01;1/03/2023;PM10;11.12
Ar-01;1/04/2023;PM10;48.46
Ar-01;1/05/2023;PM10;13.82
Ar-01;1/06/2023;PM10;17.15
Ar-01;1/07/2023;PM10;12.32
Ar-01;1/08/2023;PM10;25
Ar-01;1/09/2023;PM10;5.06
Ar-01;1/10/2023;PM10;3.15
Ar-01;1/11/2023;PM10;16.97
Ar-01;1/12/2023;PM10;3.15
Ar-01;1/01/2024;PM10;3.15
Ar-01;1/02/2024;PM10;6.3
Ar-01;1/03/2024;PM10;4.55
Ar-01;1/04/2024;PM10;3.15
Ar-01;1/05/2024;PM10;3.15
Ar-01;1/06/2024;PM10;14.44
Ar-01;1/07/2024;PM10;10.13
Ar-01;1/08/2024;PM10;9.54
Ar-01;1/09/2024;PM10;19.27
Ar-01;1/10/2024;PM10;3.15
Ar-01;1/11/2024;PM10;38.12
Ar-01;1/12/2024;PM10;3.58
Ar-01;1/01/2025;PM10;3.15
Ar-01;1/02/2025;PM10;4.47
Ar-01;1/03/2025;PM10;5.9
Ar-01;1/04/2025;PM10;3.15
Ar-01;1/05/2025;PM10;3.15
Ar-01;1/06/2025;PM10;28.2
Ar-02;1/01/2020;PM10;13.24
Ar-02;1/02/2020;PM10;5.15
Ar-02;1/03/2020;PM10;17.07
Ar-02;1/07/2020;PM10;16.93
Ar-02;1/08/2020;PM10;17.92
Ar-02;1/09/2020;PM10;21.9
Ar-02;1/10/2020;PM10;14.85
Ar-02;1/11/2020;PM10;58.15
Ar-02;1/12/2020;PM10;9.63
Ar-02;1/01/2021;PM10;8.32
Ar-02;1/02/2021;PM10;26.97
Ar-02;1/03/2021;PM10;6.09
Ar-02;1/04/2021;PM10;34.44
Ar-02;1/05/2021;PM10;15.56
Ar-02;1/06/2021;PM10;29.57
Ar-02;1/07/2021;PM10;17.63
Ar-02;1/08/2021;PM10;6.76
Ar-02;1/09/2021;PM10;17.24
Ar-02;1/10/2021;PM10;3.15
Ar-02;1/11/2021;PM10;8.48
Ar-02;1/12/2021;PM10;5.05
Ar-02;1/01/2022;PM10;15.52
Ar-02;1/02/2022;PM10;4.89
Ar-02;1/03/2022;PM10;3.15
Ar-02;1/04/2022;PM10;3.15
Ar-02;1/05/2022;PM10;3.15
Ar-02;1/06/2022;PM10;3.71
Ar-02;1/07/2022;PM10;7.55
Ar-02;1/08/2022;PM10;4.07
Ar-02;1/09/2022;PM10;7.73
Ar-02;1/10/2022;PM10;9.87
Ar-02;1/11/2022;PM10;9.78
Ar-02;1/12/2022;PM10;19.37
Ar-02;1/01/2023;PM10;3.15
Ar-02;1/02/2023;PM10;5.19
Ar-02;1/03/2023;PM10;8.09
Ar-02;1/04/2023;PM10;3.15
Ar-02;1/05/2023;PM10;4.37
Ar-02;1/06/2023;PM10;30.18
Ar-02;1/07/2023;PM10;14.77
Ar-02;1/08/2023;PM10;19.35
Ar-02;1/09/2023;PM10;8.7
Ar-02;1/10/2023;PM10;3.15
Ar-02;1/11/2023;PM10;4.36
Ar-02;1/12/2023;PM10;3.15
Ar-02;1/01/2024;PM10;6.35
Ar-02;1/02/2024;PM10;3.15
Ar-02;1/03/2024;PM10;13.07
Ar-02;1/04/2024;PM10;3.15
Ar-02;1/05/2024;PM10;3.15
Ar-02;1/06/2024;PM10;11.19
Ar-02;1/07/2024;PM10;6.32
Ar-02;1/08/2024;PM10;30.8
Ar-02;1/09/2024;PM10;18.66
Ar-02;1/10/2024;PM10;8.65
Ar-02;1/11/2024;PM10;45.03
Ar-02;1/12/2024;PM10;3.15
Ar-02;1/01/2025;PM10;3.15
Ar-02;1/02/2025;PM10;3.15
Ar-02;1/03/2025;PM10;3.15
Ar-02;1/04/2025;PM10;3.15
Ar-02;1/05/2025;PM10;3.15
Ar-02;1/06/2025;PM10;17.51
Ar-03;1/01/2020;PM10;18.1
Ar-03;1/02/2020;PM10;11.2
Ar-03;1/07/2020;PM10;90.09
Ar-03;1/08/2020;PM10;75.39
Ar-03;1/09/2020;PM10;53.24
Ar-03;1/10/2020;PM10;9.97
Ar-03;1/11/2020;PM10;74.86
Ar-03;1/12/2020;PM10;4.51
Ar-03;1/01/2021;PM10;5.84
Ar-03;1/02/2021;PM10;21.42
Ar-03;1/03/2021;PM10;3.29
Ar-03;1/04/2021;PM10;6.04
Ar-03;1/05/2021;PM10;12.62
Ar-03;1/06/2021;PM10;10.63
Ar-03;1/07/2021;PM10;15.43
Ar-03;1/08/2021;PM10;13.39
Ar-03;1/09/2021;PM10;23.73
Ar-03;1/10/2021;PM10;3.15
Ar-03;1/11/2021;PM10;21.81
Ar-03;1/12/2021;PM10;3.2
Ar-03;1/01/2022;PM10;5.83
Ar-03;1/02/2022;PM10;4.21
Ar-03;1/03/2022;PM10;3.15
Ar-03;1/04/2022;PM10;3.15
Ar-03;1/05/2022;PM10;3.96
Ar-03;1/06/2022;PM10;6.5
Ar-03;1/07/2022;PM10;5.87
Ar-03;1/08/2022;PM10;15.11
Ar-03;1/09/2022;PM10;11.52
Ar-03;1/10/2022;PM10;26.1
Ar-03;1/11/2022;PM10;9.83
Ar-03;1/12/2022;PM10;26.28
Ar-03;1/01/2023;PM10;15.97
Ar-03;1/02/2023;PM10;6.2
Ar-03;1/03/2023;PM10;6.76
Ar-03;1/04/2023;PM10;6.76
Ar-03;1/05/2023;PM10;10.55
Ar-03;1/06/2023;PM10;31.33
Ar-03;1/07/2023;PM10;15.28
Ar-03;1/08/2023;PM10;30.72
Ar-03;1/09/2023;PM10;3.15
Ar-03;1/10/2023;PM10;3.15
Ar-03;1/11/2023;PM10;7.12
Ar-03;1/12/2023;PM10;3.15
Ar-03;1/01/2024;PM10;3.15
Ar-03;1/02/2024;PM10;3.15
Ar-03;1/03/2024;PM10;3.15
Ar-03;1/04/2024;PM10;3.15
Ar-03;1/05/2024;PM10;3.15
Ar-03;1/06/2024;PM10;5.01
Ar-03;1/07/2024;PM10;18.43
Ar-03;1/08/2024;PM10;17.93
Ar-03;1/09/2024;PM10;22.07
Ar-03;1/10/2024;PM10;3.15
Ar-03;1/11/2024;PM10;22.29
Ar-03;1/12/2024;PM10;3.15
Ar-03;1/01/2025;PM10;3.15
Ar-03;1/02/2025;PM10;3.15
Ar-03;1/03/2025;PM10;3.15
Ar-03;1/04/2025;PM10;3.15
Ar-03;1/05/2025;PM10;3.15
Ar-03;1/06/2025;PM10;24.6
Ar-04;1/01/2020;PM10;5.87
Ar-04;1/02/2020;PM10;3.88
Ar-04;1/03/2020;PM10;16.62
Ar-04;1/07/2020;PM10;13.57
Ar-04;1/08/2020;PM10;27.7
Ar-04;1/09/2020;PM10;38.87
Ar-04;1/10/2020;PM10;14.72
Ar-04;1/11/2020;PM10;89.82
Ar-04;1/12/2020;PM10;7.73
Ar-04;1/01/2021;PM10;10.97
Ar-04;1/02/2021;PM10;9.11
Ar-04;1/03/2021;PM10;4.05
Ar-04;1/04/2021;PM10;4.02
Ar-04;1/05/2021;PM10;19.09
Ar-04;1/06/2021;PM10;7.18
Ar-04;1/07/2021;PM10;19.34
Ar-04;1/08/2021;PM10;25.57
Ar-04;1/09/2021;PM10;12.52
Ar-04;1/10/2021;PM10;3.15
Ar-04;1/11/2021;PM10;27
Ar-04;1/12/2021;PM10;3.15
Ar-04;1/01/2022;PM10;16.18
Ar-04;1/02/2022;PM10;3.15
Ar-04;1/03/2022;PM10;3.15
Ar-04;1/04/2022;PM10;3.15
Ar-04;1/05/2022;PM10;9.86
Ar-04;1/06/2022;PM10;3.15
Ar-04;1/07/2022;PM10;11.9
Ar-04;1/08/2022;PM10;12.92
Ar-04;1/09/2022;PM10;6.61
Ar-04;1/10/2022;PM10;13.79
Ar-04;1/11/2022;PM10;9.93
Ar-04;1/12/2022;PM10;13.1
Ar-04;1/01/2023;PM10;3.97
Ar-04;1/02/2023;PM10;4.58
Ar-04;1/03/2023;PM10;4.08
Ar-04;1/04/2023;PM10;4.08
Ar-04;1/05/2023;PM10;8.44
Ar-04;1/06/2023;PM10;44.81
Ar-04;1/07/2023;PM10;15.54
Ar-04;1/08/2023;PM10;46.4
Ar-04;1/09/2023;PM10;8.73
Ar-04;1/10/2023;PM10;3.15
Ar-04;1/11/2023;PM10;4.83
Ar-04;1/12/2023;PM10;5.35
Ar-04;1/01/2024;PM10;3.15
Ar-04;1/02/2024;PM10;4.37
Ar-04;1/03/2024;PM10;3.15
Ar-04;1/04/2024;PM10;3.15
Ar-04;1/05/2024;PM10;5.93
Ar-04;1/06/2024;PM10;14.52
Ar-04;1/07/2024;PM10;14.26
Ar-04;1/08/2024;PM10;8.26
Ar-04;1/09/2024;PM10;25.15
Ar-04;1/10/2024;PM10;3.15
Ar-04;1/11/2024;PM10;17.92
Ar-04;1/12/2024;PM10;3.15
Ar-04;1/01/2025;PM10;3.15
Ar-04;1/02/2025;PM10;3.15
Ar-04;1/03/2025;PM10;3.15
Ar-04;1/04/2025;PM10;3.15
Ar-04;1/05/2025;PM10;3.15
Ar-04;1/06/2025;PM10;9
Ar-01;1/01/2020;CO;615
Ar-01;1/02/2020;CO;615
Ar-01;1/03/2020;CO;615
Ar-01;1/07/2020;CO;615
Ar-01;1/08/2020;CO;615
Ar-01;1/09/2020;CO;615
Ar-01;1/10/2020;CO;615
Ar-01;1/11/2020;CO;615
Ar-01;1/12/2020;CO;615
Ar-01;1/01/2021;CO;615
Ar-01;1/02/2021;CO;615
Ar-01;1/03/2021;CO;615
Ar-01;1/04/2021;CO;615
Ar-01;1/05/2021;CO;615
Ar-01;1/06/2021;CO;615
Ar-01;1/07/2021;CO;615
Ar-01;1/08/2021;CO;615
Ar-01;1/09/2021;CO;615
Ar-01;1/10/2021;CO;615
Ar-01;1/11/2021;CO;615
Ar-01;1/12/2021;CO;615
Ar-01;1/01/2022;CO;615
Ar-01;1/02/2022;CO;615
Ar-01;1/03/2022;CO;615
Ar-01;1/04/2022;CO;615
Ar-01;1/05/2022;CO;615
Ar-01;1/06/2022;CO;615
Ar-01;1/07/2022;CO;615
Ar-01;1/08/2022;CO;615
Ar-01;1/09/2022;CO;615
Ar-01;1/10/2022;CO;615
Ar-01;1/11/2022;CO;615
Ar-01;1/12/2022;CO;615
Ar-01;1/01/2023;CO;615
Ar-01;1/02/2023;CO;615
Ar-01;1/03/2023;CO;615
Ar-01;1/04/2023;CO;615
Ar-01;1/05/2023;CO;615
Ar-01;1/06/2023;CO;615
Ar-01;1/07/2023;CO;615
Ar-01;1/08/2023;CO;615
Ar-01;1/09/2023;CO;615
Ar-01;1/10/2023;CO;615
Ar-01;1/11/2023;CO;615
Ar-01;1/12/2023;CO;615
Ar-01;1/01/2024;CO;615
Ar-01;1/02/2024;CO;615
Ar-01;1/03/2024;CO;615
Ar-01;1/04/2024;CO;615
Ar-01;1/05/2024;CO;615
Ar-01;1/06/2024;CO;615
Ar-01;1/07/2024;CO;615
Ar-01;1/08/2024;CO;615
Ar-01;1/09/2024;CO;615
Ar-01;1/10/2024;CO;615
Ar-01;1/11/2024;CO;615
Ar-01;1/12/2024;CO;615
Ar-01;1/01/2025;CO;615
Ar-01;1/02/2025;CO;615
Ar-01;1/03/2025;CO;615
Ar-01;1/04/2025;CO;615
Ar-01;1/05/2025;CO;615
Ar-01;1/06/2025;CO;615
Ar-02;1/01/2020;CO;615
Ar-02;1/02/2020;CO;615
Ar-02;1/03/2020;CO;615
Ar-02;1/07/2020;CO;615
Ar-02;1/08/2020;CO;615
Ar-02;1/09/2020;CO;615
Ar-02;1/10/2020;CO;615
Ar-02;1/11/2020;CO;615
Ar-02;1/12/2020;CO;615
Ar-02;1/01/2021;CO;615
Ar-02;1/02/2021;CO;615
Ar-02;1/03/2021;CO;615
Ar-02;1/04/2021;CO;615
Ar-02;1/05/2021;CO;615
Ar-02;1/06/2021;CO;615
Ar-02;1/07/2021;CO;615
Ar-02;1/08/2021;CO;694
Ar-02;1/09/2021;CO;615
Ar-02;1/10/2021;CO;615
Ar-02;1/11/2021;CO;615
Ar-02;1/12/2021;CO;615
Ar-02;1/01/2022;CO;615
Ar-02;1/02/2022;CO;615
Ar-02;1/03/2022;CO;615
Ar-02;1/04/2022;CO;615
Ar-02;1/05/2022;CO;615
Ar-02;1/06/2022;CO;615
Ar-02;1/07/2022;CO;615
Ar-02;1/08/2022;CO;615
Ar-02;1/09/2022;CO;615
Ar-02;1/10/2022;CO;615
Ar-02;1/11/2022;CO;615
Ar-02;1/12/2022;CO;615
Ar-02;1/01/2023;CO;615
Ar-02;1/02/2023;CO;615
Ar-02;1/03/2023;CO;615
Ar-02;1/04/2023;CO;615
Ar-02;1/05/2023;CO;615
Ar-02;1/06/2023;CO;615
Ar-02;1/07/2023;CO;615
Ar-02;1/08/2023;CO;615
Ar-02;1/09/2023;CO;615
Ar-02;1/10/2023;CO;615
Ar-02;1/11/2023;CO;615
Ar-02;1/12/2023;CO;615
Ar-02;1/01/2024;CO;615
Ar-02;1/02/2024;CO;615
Ar-02;1/03/2024;CO;615
Ar-02;1/04/2024;CO;615
Ar-02;1/05/2024;CO;615
Ar-02;1/06/2024;CO;615
Ar-02;1/07/2024;CO;615
Ar-02;1/08/2024;CO;615
Ar-02;1/09/2024;CO;615
Ar-02;1/10/2024;CO;615
Ar-02;1/11/2024;CO;615
Ar-02;1/12/2024;CO;615
Ar-02;1/01/2025;CO;615
Ar-02;1/02/2025;CO;615
Ar-02;1/03/2025;CO;615
Ar-02;1/04/2025;CO;615
Ar-02;1/05/2025;CO;615
Ar-02;1/06/2025;CO;615
Ar-03;1/01/2020;CO;615
Ar-03;1/02/2020;CO;615
Ar-03;1/07/2020;CO;615
Ar-03;1/08/2020;CO;615
Ar-03;1/09/2020;CO;615
Ar-03;1/10/2020;CO;615
Ar-03;1/11/2020;CO;615
Ar-03;1/12/2020;CO;615
Ar-03;1/01/2021;CO;615
Ar-03;1/02/2021;CO;615
Ar-03;1/03/2021;CO;615
Ar-03;1/04/2021;CO;615
Ar-03;1/05/2021;CO;615
Ar-03;1/06/2021;CO;615
Ar-03;1/07/2021;CO;615
Ar-03;1/08/2021;CO;615
Ar-03;1/09/2021;CO;615
Ar-03;1/10/2021;CO;615
Ar-03;1/11/2021;CO;615
Ar-03;1/12/2021;CO;615
Ar-03;1/01/2022;CO;615
Ar-03;1/02/2022;CO;615
Ar-03;1/03/2022;CO;615
Ar-03;1/04/2022;CO;615
Ar-03;1/05/2022;CO;615
Ar-03;1/06/2022;CO;615
Ar-03;1/07/2022;CO;615
Ar-03;1/08/2022;CO;615
Ar-03;1/09/2022;CO;615
Ar-03;1/10/2022;CO;615
Ar-03;1/11/2022;CO;615
Ar-03;1/12/2022;CO;615
Ar-03;1/01/2023;CO;615
Ar-03;1/02/2023;CO;615
Ar-03;1/03/2023;CO;615
Ar-03;1/04/2023;CO;615
Ar-03;1/05/2023;CO;615
Ar-03;1/06/2023;CO;615
Ar-03;1/07/2023;CO;615
Ar-03;1/08/2023;CO;615
Ar-03;1/09/2023;CO;615
Ar-03;1/10/2023;CO;615
Ar-03;1/11/2023;CO;615
Ar-03;1/12/2023;CO;615
Ar-03;1/01/2024;CO;615
Ar-03;1/02/2024;CO;615
Ar-03;1/03/2024;CO;615
Ar-03;1/04/2024;CO;615
Ar-03;1/05/2024;CO;615
Ar-03;1/06/2024;CO;615
Ar-03;1/07/2024;CO;615
Ar-03;1/08/2024;CO;615
Ar-03;1/09/2024;CO;615
Ar-03;1/10/2024;CO;615
Ar-03;1/11/2024;CO;615
Ar-03;1/12/2024;CO;615
Ar-03;1/01/2025;CO;615
Ar-03;1/02/2025;CO;615
Ar-03;1/03/2025;CO;615
Ar-03;1/04/2025;CO;615
Ar-03;1/05/2025;CO;615
Ar-03;1/06/2025;CO;615
Ar-04;1/01/2020;CO;615
Ar-04;1/02/2020;CO;615
Ar-04;1/03/2020;CO;615
Ar-04;1/07/2020;CO;615
Ar-04;1/08/2020;CO;615
Ar-04;1/09/2020;CO;615
Ar-04;1/10/2020;CO;615
Ar-04;1/11/2020;CO;615
Ar-04;1/12/2020;CO;615
Ar-04;1/01/2021;CO;615
Ar-04;1/02/2021;CO;615
Ar-04;1/03/2021;CO;615
Ar-04;1/04/2021;CO;615
Ar-04;1/05/2021;CO;615
Ar-04;1/06/2021;CO;615
Ar-04;1/07/2021;CO;615
Ar-04;1/08/2021;CO;615
Ar-04;1/09/2021;CO;615
Ar-04;1/10/2021;CO;615
Ar-04;1/11/2021;CO;615
Ar-04;1/12/2021;CO;615
Ar-04;1/01/2022;CO;615
Ar-04;1/02/2022;CO;615
Ar-04;1/03/2022;CO;615
Ar-04;1/04/2022;CO;615
Ar-04;1/05/2022;CO;615
Ar-04;1/06/2022;CO;615
Ar-04;1/07/2022;CO;615
Ar-04;1/08/2022;CO;615
Ar-04;1/09/2022;CO;615
Ar-04;1/10/2022;CO;615
Ar-04;1/11/2022;CO;615
Ar-04;1/12/2022;CO;615
Ar-04;1/01/2023;CO;615
Ar-04;1/02/2023;CO;615
Ar-04;1/03/2023;CO;615
Ar-04;1/04/2023;CO;615
Ar-04;1/05/2023;CO;615
Ar-04;1/06/2023;CO;615
Ar-04;1/07/2023;CO;615
Ar-04;1/08/2023;CO;615
Ar-04;1/09/2023;CO;615
Ar-04;1/10/2023;CO;615
Ar-04;1/11/2023;CO;615
Ar-04;1/12/2023;CO;615
Ar-04;1/01/2024;CO;615
Ar-04;1/02/2024;CO;615
Ar-04;1/03/2024;CO;615
Ar-04;1/04/2024;CO;615
Ar-04;1/05/2024;CO;615
Ar-04;1/06/2024;CO;615
Ar-04;1/07/2024;CO;615
Ar-04;1/08/2024;CO;615
Ar-04;1/09/2024;CO;615
Ar-04;1/10/2024;CO;615
Ar-04;1/11/2024;CO;615
Ar-04;1/12/2024;CO;615
Ar-04;1/01/2025;CO;615
Ar-04;1/02/2025;CO;615
Ar-04;1/03/2025;CO;615
Ar-04;1/04/2025;CO;615
Ar-04;1/05/2025;CO;615
Ar-04;1/06/2025;CO;615
Ar-01;1/01/2020;O3;19.6
Ar-01;1/02/2020;O3;19.6
Ar-01;1/03/2020;O3;19.6
Ar-01;1/07/2020;O3;19.6
Ar-01;1/08/2020;O3;19.6
Ar-01;1/09/2020;O3;19.6
Ar-01;1/10/2020;O3;19.6
Ar-01;1/11/2020;O3;19.6
Ar-01;1/12/2020;O3;19.6
Ar-01;1/01/2021;O3;19.6
Ar-01;1/02/2021;O3;19.6
Ar-01;1/03/2021;O3;19.6
Ar-01;1/04/2021;O3;19.6
Ar-01;1/05/2021;O3;19.6
Ar-01;1/06/2021;O3;19.6
Ar-01;1/07/2021;O3;19.6
Ar-01;1/08/2021;O3;19.6
Ar-01;1/09/2021;O3;19.6
Ar-01;1/10/2021;O3;19.6
Ar-01;1/11/2021;O3;19.6
Ar-01;1/12/2021;O3;19.6
Ar-01;1/01/2022;O3;19.6
Ar-01;1/02/2022;O3;19.6
Ar-01;1/03/2022;O3;19.6
Ar-01;1/04/2022;O3;19.6
Ar-01;1/05/2022;O3;19.6
Ar-01;1/06/2022;O3;19.6
Ar-01;1/07/2022;O3;19.6
Ar-01;1/08/2022;O3;19.6
Ar-01;1/09/2022;O3;19.6
Ar-01;1/10/2022;O3;19.6
Ar-01;1/11/2022;O3;19.6
Ar-01;1/12/2022;O3;19.6
Ar-01;1/01/2023;O3;19.6
Ar-01;1/02/2023;O3;19.6
Ar-01;1/03/2023;O3;19.6
Ar-01;1/04/2023;O3;19.6
Ar-01;1/05/2023;O3;19.6
Ar-01;1/06/2023;O3;19.6
Ar-01;1/07/2023;O3;19.6
Ar-01;1/08/2023;O3;19.6
Ar-01;1/09/2023;O3;19.6
Ar-01;1/10/2023;O3;19.6
Ar-01;1/11/2023;O3;19.6
Ar-01;1/12/2023;O3;19.6
Ar-01;1/01/2024;O3;19.6
Ar-01;1/02/2024;O3;19.6
Ar-01;1/03/2024;O3;19.6
Ar-01;1/04/2024;O3;19.6
Ar-01;1/05/2024;O3;19.6
Ar-01;1/06/2024;O3;19.6
Ar-01;1/07/2024;O3;19.6
Ar-01;1/08/2024;O3;19.6
Ar-01;1/09/2024;O3;19.6
Ar-01;1/10/2024;O3;19.6
Ar-01;1/11/2024;O3;19.6
Ar-01;1/12/2024;O3;19.6
Ar-01;1/01/2025;O3;19.6
Ar-01;1/02/2025;O3;19.6
Ar-01;1/03/2025;O3;19.6
Ar-01;1/04/2025;O3;19.6
Ar-01;1/05/2025;O3;19.6
Ar-01;1/06/2025;O3;19.6
Ar-02;1/01/2020;O3;19.6
Ar-02;1/02/2020;O3;19.6
Ar-02;1/03/2020;O3;19.6
Ar-02;1/07/2020;O3;19.6
Ar-02;1/08/2020;O3;19.6
Ar-02;1/09/2020;O3;19.6
Ar-02;1/10/2020;O3;19.6
Ar-02;1/11/2020;O3;19.6
Ar-02;1/12/2020;O3;19.6
Ar-02;1/01/2021;O3;19.6
Ar-02;1/02/2021;O3;19.6
Ar-02;1/03/2021;O3;19.6
Ar-02;1/04/2021;O3;19.6
Ar-02;1/05/2021;O3;19.6
Ar-02;1/06/2021;O3;19.6
Ar-02;1/07/2021;O3;19.6
Ar-02;1/08/2021;O3;19.6
Ar-02;1/09/2021;O3;19.6
Ar-02;1/10/2021;O3;19.6
Ar-02;1/11/2021;O3;19.6
Ar-02;1/12/2021;O3;19.6
Ar-02;1/01/2022;O3;19.6
Ar-02;1/02/2022;O3;19.6
Ar-02;1/03/2022;O3;19.6
Ar-02;1/04/2022;O3;19.6
Ar-02;1/05/2022;O3;19.6
Ar-02;1/06/2022;O3;19.6
Ar-02;1/07/2022;O3;19.6
Ar-02;1/08/2022;O3;19.6
Ar-02;1/09/2022;O3;19.6
Ar-02;1/10/2022;O3;19.6
Ar-02;1/11/2022;O3;19.6
Ar-02;1/12/2022;O3;19.6
Ar-02;1/01/2023;O3;19.6
Ar-02;1/02/2023;O3;19.6
Ar-02;1/03/2023;O3;19.6
Ar-02;1/04/2023;O3;19.6
Ar-02;1/05/2023;O3;19.6
Ar-02;1/06/2023;O3;19.6
Ar-02;1/07/2023;O3;19.6
Ar-02;1/08/2023;O3;19.6
Ar-02;1/09/2023;O3;19.6
Ar-02;1/10/2023;O3;19.6
Ar-02;1/11/2023;O3;19.6
Ar-02;1/12/2023;O3;19.6
Ar-02;1/01/2024;O3;19.6
Ar-02;1/02/2024;O3;19.6
Ar-02;1/03/2024;O3;19.6
Ar-02;1/04/2024;O3;19.6
Ar-02;1/05/2024;O3;19.6
Ar-02;1/06/2024;O3;19.6
Ar-02;1/07/2024;O3;19.6
Ar-02;1/08/2024;O3;19.6
Ar-02;1/09/2024;O3;19.6
Ar-02;1/10/2024;O3;19.6
Ar-02;1/11/2024;O3;19.6
Ar-02;1/12/2024;O3;19.6
Ar-02;1/01/2025;O3;19.6
Ar-02;1/02/2025;O3;19.6
Ar-02;1/03/2025;O3;19.6
Ar-02;1/04/2025;O3;19.6
Ar-02;1/05/2025;O3;19.6
Ar-02;1/06/2025;O3;19.6
Ar-03;1/01/2020;O3;19.6
Ar-03;1/02/2020;O3;19.6
Ar-03;1/07/2020;O3;19.6
Ar-03;1/08/2020;O3;19.6
Ar-03;1/09/2020;O3;19.6
Ar-03;1/10/2020;O3;19.6
Ar-03;1/11/2020;O3;19.6
Ar-03;1/12/2020;O3;19.6
Ar-03;1/01/2021;O3;19.6
Ar-03;1/02/2021;O3;19.6
Ar-03;1/03/2021;O3;19.6
Ar-03;1/04/2021;O3;19.6
Ar-03;1/05/2021;O3;19.6
