Estaciones;Fechas;Parametros;Valores
Ar-03;1/06/2021;O3;19.6
Ar-03;1/07/2021;O3;19.6
Ar-03;1/08/2021;O3;19.6
Ar-03;1/09/2021;O3;19.6
Ar-03;1/10/2021;O3;19.6
Ar-03;1/11/2021;O3;19.6
Ar-03;1/12/2021;O3;19.6
Ar-03;1/01/2022;O3;19.6
Ar-03;1/02/2022;O3;19.6
Ar-03;1/03/2022;O3;19.6
Ar-03;1/04/2022;O3;19.6
Ar-03;1/05/2022;O3;19.6
Ar-03;1/06/2022;O3;19.6
Ar-03;1/07/2022;O3;19.6
Ar-03;1/08/2022;O3;19.6
Ar-03;1/09/2022;O3;19.6
Ar-03;1/10/2022;O3;19.6
Ar-03;1/11/2022;O3;19.6
Ar-03;1/12/2022;O3;19.6
Ar-03;1/01/2023;O3;19.6
Ar-03;1/02/2023;O3;19.6
Ar-03;1/03/2023;O3;19.6
Ar-03;1/04/2023;O3;19.6
Ar-03;1/05/2023;O3;19.6
Ar-03;1/06/2023;O3;19.6
Ar-03;1/07/2023;O3;19.6
Ar-03;1/08/2023;O3;19.6
Ar-03;1/09/2023;O3;19.6
Ar-03;1/10/2023;O3;19.6
Ar-03;1/11/2023;O3;19.6
Ar-03;1/12/2023;O3;19.6
Ar-03;1/01/2024;O3;19.6
Ar-03;1/02/2024;O3;19.6
Ar-03;1/03/2024;O3;19.6
Ar-03;1/04/2024;O3;19.6
Ar-03;1/05/2024;O3;19.6
Ar-03;1/06/2024;O3;19.6
Ar-03;1/07/2024;O3;19.6
Ar-03;1/08/2024;O3;19.6
Ar-03;1/09/2024;O3;19.6
Ar-03;1/10/2024;O3;19.6
Ar-03;1/11/2024;O3;19.6
Ar-03;1/12/2024;O3;19.6
Ar-03;1/01/2025;O3;19.6
Ar-03;1/02/2025;O3;19.6
Ar-03;1/03/2025;O3;19.6
Ar-03;1/04/2025;O3;19.6
Ar-03;1/05/2025;O3;19.6
Ar-03;1/06/2025;O3;19.6
Ar-04;1/01/2020;O3;19.6
Ar-04;1/02/2020;O3;19.6
Ar-04;1/03/2020;O3;19.6
Ar-04;1/07/2020;O3;19.6
Ar-04;1/08/2020;O3;19.6
Ar-04;1/09/2020;O3;19.6
Ar-04;1/10/2020;O3;19.6
Ar-04;1/11/2020;O3;19.6
Ar-04;1/12/2020;O3;19.6
Ar-04;1/01/2021;O3;19.6
Ar-04;1/02/2021;O3;19.6
Ar-04;1/03/2021;O3;19.6
Ar-04;1/04/2021;O3;19.6
Ar-04;1/05/2021;O3;19.6
Ar-04;1/06/2021;O3;19.6
Ar-04;1/07/2021;O3;19.6
Ar-04;1/08/2021;O3;19.6
Ar-04;1/09/2021;O3;19.6
Ar-04;1/10/2021;O3;19.6
Ar-04;1/11/2021;O3;19.6
Ar-04;1/12/2021;O3;19.6
Ar-04;1/01/2022;O3;19.6
Ar-04;1/02/2022;O3;19.6
Ar-04;1/03/2022;O3;19.6
Ar-04;1/04/2022;O3;19.6
Ar-04;1/05/2022;O3;19.6
Ar-04;1/06/2022;O3;19.6
Ar-04;1/07/2022;O3;19.6
Ar-04;1/08/2022;O3;19.6
Ar-04;1/09/2022;O3;19.6
Ar-04;1/10/2022;O3;19.6
Ar-04;1/11/2022;O3;19.6
Ar-04;1/12/2022;O3;19.6
Ar-04;1/01/2023;O3;19.6
Ar-04;1/02/2023;O3;19.6
Ar-04;1/03/2023;O3;19.6
Ar-04;1/04/2023;O3;19.6
Ar-04;1/05/2023;O3;19.6
Ar-04;1/06/2023;O3;19.6
Ar-04;1/07/2023;O3;19.6
Ar-04;1/08/2023;O3;19.6
Ar-04;1/09/2023;O3;19.6
Ar-04;1/10/2023;O3;19.6
Ar-04;1/11/2023;O3;19.6
Ar-04;1/12/2023;O3;19.6
Ar-04;1/01/2024;O3;19.6
Ar-04;1/02/2024;O3;19.6
Ar-04;1/03/2024;O3;19.6
Ar-04;1/04/2024;O3;19.6
Ar-04;1/05/2024;O3;19.6
Ar-04;1/06/2024;O3;19.6
Ar-04;1/07/2024;O3;19.6
Ar-04;1/08/2024;O3;19.6
Ar-04;1/09/2024;O3;19.6
Ar-04;1/10/2024;O3;19.6
Ar-04;1/11/2024;O3;19.6
Ar-04;1/12/2024;O3;19.6
Ar-04;1/01/2025;O3;19.6
Ar-04;1/02/2025;O3;19.6
Ar-04;1/03/2025;O3;19.6
Ar-04;1/04/2025;O3;19.6
Ar-04;1/05/2025;O3;19.6
Ar-04;1/06/2025;O3;19.6
Ar-01;1/01/2020;Pb;0.026
Ar-01;1/02/2020;Pb;0.004
Ar-01;1/03/2020;Pb;0.028
Ar-01;1/07/2020;Pb;0.047
Ar-01;1/08/2020;Pb;0.098
Ar-01;1/09/2020;Pb;0.032
Ar-01;1/10/2020;Pb;0.044
Ar-01;1/11/2020;Pb;0.098
Ar-01;1/12/2020;Pb;0.005
Ar-01;1/01/2021;Pb;0.007
Ar-01;1/02/2021;Pb;0.007
Ar-01;1/03/2021;Pb;0.021
Ar-01;1/04/2021;Pb;0.007
Ar-01;1/05/2021;Pb;0.008
Ar-01;1/06/2021;Pb;0.055
Ar-01;1/07/2021;Pb;0.09
Ar-01;1/08/2021;Pb;0.09
Ar-01;1/09/2021;Pb;0.022
Ar-01;1/10/2021;Pb;0.011
Ar-01;1/11/2021;Pb;0.006
Ar-01;1/12/2021;Pb;0.004
Ar-01;1/01/2022;Pb;0.006
Ar-01;1/02/2022;Pb;0.01
Ar-01;1/03/2022;Pb;0.016
Ar-01;1/04/2022;Pb;0.005
Ar-01;1/05/2022;Pb;0.007
Ar-01;1/06/2022;Pb;0.037
Ar-01;1/07/2022;Pb;0.067
Ar-01;1/08/2022;Pb;0.046
Ar-01;1/09/2022;Pb;0.033
Ar-01;1/10/2022;Pb;0.009
Ar-01;1/11/2022;Pb;0.041
Ar-01;1/12/2022;Pb;0.016
Ar-01;1/01/2023;Pb;0.004
Ar-01;1/02/2023;Pb;0.007
Ar-01;1/03/2023;Pb;0.0135
Ar-01;1/04/2023;Pb;0.007
Ar-01;1/05/2023;Pb;0.0172
Ar-01;1/06/2023;Pb;0.0551
Ar-01;1/07/2023;Pb;0.0205
Ar-01;1/08/2023;Pb;0.0741
Ar-01;1/09/2023;Pb;0.0274
Ar-01;1/10/2023;Pb;0.007
Ar-01;1/11/2023;Pb;0.0334
Ar-01;1/12/2023;Pb;0.0122
Ar-01;1/01/2024;Pb;0.0104
Ar-01;1/02/2024;Pb;0.0154
Ar-01;1/03/2024;Pb;0.0122
Ar-01;1/04/2024;Pb;0.0137
Ar-01;1/05/2024;Pb;0.0123
Ar-01;1/06/2024;Pb;0.0104
Ar-01;1/07/2024;Pb;0.039
Ar-01;1/08/2024;Pb;0.0302
Ar-01;1/09/2024;Pb;0.0383
Ar-01;1/10/2024;Pb;0.0182
Ar-01;1/11/2024;Pb;0.0645
Ar-01;1/12/2024;Pb;0.0076
Ar-01;1/01/2025;Pb;0.0158
Ar-01;1/02/2025;Pb;0.007
Ar-01;1/03/2025;Pb;0.0252
Ar-01;1/04/2025;Pb;0.0387
Ar-01;1/05/2025;Pb;0.0331
Ar-01;1/06/2025;Pb;0.091
Ar-02;1/01/2020;Pb;0.045
Ar-02;1/02/2020;Pb;0.011
Ar-02;1/03/2020;Pb;0.028
Ar-02;1/07/2020;Pb;0.056
Ar-02;1/08/2020;Pb;0.055
Ar-02;1/09/2020;Pb;0.055
Ar-02;1/10/2020;Pb;0.035
Ar-02;1/11/2020;Pb;0.089
Ar-02;1/12/2020;Pb;0.015
Ar-02;1/01/2021;Pb;0.007
Ar-02;1/02/2021;Pb;0.014
Ar-02;1/03/2021;Pb;0.017
Ar-02;1/04/2021;Pb;0.016
Ar-02;1/05/2021;Pb;0.022
Ar-02;1/06/2021;Pb;0.073
Ar-02;1/07/2021;Pb;0.042
Ar-02;1/08/2021;Pb;0.05
Ar-02;1/09/2021;Pb;0.056
Ar-02;1/10/2021;Pb;0.014
Ar-02;1/11/2021;Pb;0.013
Ar-02;1/12/2021;Pb;0.006
Ar-02;1/01/2022;Pb;0.037
Ar-02;1/02/2022;Pb;0.011
Ar-02;1/03/2022;Pb;0.027
Ar-02;1/04/2022;Pb;0.017
Ar-02;1/05/2022;Pb;0.005
Ar-02;1/06/2022;Pb;0.009
Ar-02;1/07/2022;Pb;0.032
Ar-02;1/08/2022;Pb;0.004
Ar-02;1/09/2022;Pb;0.014
Ar-02;1/10/2022;Pb;0.012
Ar-02;1/11/2022;Pb;0.022
Ar-02;1/12/2022;Pb;0.058
Ar-02;1/01/2023;Pb;0.013
Ar-02;1/02/2023;Pb;0.007
Ar-02;1/03/2023;Pb;0.0201
Ar-02;1/04/2023;Pb;0.007
Ar-02;1/05/2023;Pb;0.02
Ar-02;1/06/2023;Pb;0.0794
Ar-02;1/07/2023;Pb;0.0418
Ar-02;1/08/2023;Pb;0.1061
Ar-02;1/09/2023;Pb;0.1248
Ar-02;1/10/2023;Pb;0.007
Ar-02;1/11/2023;Pb;0.0107
Ar-02;1/12/2023;Pb;0.007
Ar-02;1/01/2024;Pb;0.0507
Ar-02;1/02/2024;Pb;0.0218
Ar-02;1/03/2024;Pb;0.0514
Ar-02;1/04/2024;Pb;0.013
Ar-02;1/05/2024;Pb;0.1104
Ar-02;1/06/2024;Pb;0.007
Ar-02;1/07/2024;Pb;0.0254
Ar-02;1/08/2024;Pb;0.1021
Ar-02;1/09/2024;Pb;0.0348
Ar-02;1/10/2024;Pb;0.0269
Ar-02;1/11/2024;Pb;0.073
Ar-02;1/12/2024;Pb;0.007
Ar-02;1/01/2025;Pb;0.0174
Ar-02;1/02/2025;Pb;0.0102
Ar-02;1/03/2025;Pb;0.0117
Ar-02;1/04/2025;Pb;0.007
Ar-02;1/05/2025;Pb;0.0141
Ar-02;1/06/2025;Pb;0.0487
Ar-03;1/01/2020;Pb;0.033
Ar-03;1/02/2020;Pb;0.074
Ar-03;1/07/2020;Pb;0.755
Ar-03;1/08/2020;Pb;0.011
Ar-03;1/09/2020;Pb;0.29
Ar-03;1/10/2020;Pb;0.015
Ar-03;1/11/2020;Pb;0.273
Ar-03;1/12/2020;Pb;0.011
Ar-03;1/01/2021;Pb;0.007
Ar-03;1/02/2021;Pb;0.008
Ar-03;1/03/2021;Pb;0.012
Ar-03;1/04/2021;Pb;0.112
Ar-03;1/05/2021;Pb;0.031
Ar-03;1/06/2021;Pb;0.03
Ar-03;1/07/2021;Pb;0.025
Ar-03;1/08/2021;Pb;0.07
Ar-03;1/09/2021;Pb;0.073
Ar-03;1/10/2021;Pb;0.007
Ar-03;1/11/2021;Pb;0.043
Ar-03;1/12/2021;Pb;0.012
Ar-03;1/01/2022;Pb;0.014
Ar-03;1/02/2022;Pb;0.011
Ar-03;1/03/2022;Pb;0.016
Ar-03;1/04/2022;Pb;0.007
Ar-03;1/05/2022;Pb;0.009
Ar-03;1/06/2022;Pb;0.017
Ar-03;1/07/2022;Pb;0.026
Ar-03;1/08/2022;Pb;0.039
Ar-03;1/09/2022;Pb;0.032
Ar-03;1/10/2022;Pb;0.11
Ar-03;1/11/2022;Pb;0.017
Ar-03;1/12/2022;Pb;0.143
Ar-03;1/01/2023;Pb;0.049
Ar-03;1/02/2023;Pb;0.007
Ar-03;1/03/2023;Pb;0.0275
Ar-03;1/04/2023;Pb;0.0275
Ar-03;1/05/2023;Pb;0.0381
Ar-03;1/06/2023;Pb;0.0915
Ar-03;1/07/2023;Pb;0.0287
Ar-03;1/08/2023;Pb;0.3078
Ar-03;1/09/2023;Pb;0.0087
Ar-03;1/10/2023;Pb;0.007
Ar-03;1/11/2023;Pb;0.0155
Ar-03;1/12/2023;Pb;0.0085
Ar-03;1/01/2024;Pb;0.018
Ar-03;1/02/2024;Pb;0.007
Ar-03;1/03/2024;Pb;0.0098
Ar-03;1/04/2024;Pb;0.0186
Ar-03;1/05/2024;Pb;0.0397
Ar-03;1/06/2024;Pb;0.0202
Ar-03;1/07/2024;Pb;0.0569
Ar-03;1/08/2024;Pb;0.0617
Ar-03;1/09/2024;Pb;0.0561
Ar-03;1/10/2024;Pb;0.0156
Ar-03;1/11/2024;Pb;0.0461
Ar-03;1/12/2024;Pb;0.0123
Ar-03;1/01/2025;Pb;0.0222
Ar-03;1/02/2025;Pb;0.007
Ar-03;1/03/2025;Pb;0.0134
Ar-03;1/04/2025;Pb;0.0311
Ar-03;1/05/2025;Pb;0.0177
Ar-03;1/06/2025;Pb;0.1045
Ar-04;1/01/2020;Pb;0.008
Ar-04;1/02/2020;Pb;0.009
Ar-04;1/03/2020;Pb;0.043
Ar-04;1/07/2020;Pb;0.016
Ar-04;1/08/2020;Pb;0.026
Ar-04;1/09/2020;Pb;0.05
Ar-04;1/10/2020;Pb;0.028
Ar-04;1/11/2020;Pb;0.278
Ar-04;1/12/2020;Pb;0.02
Ar-04;1/01/2021;Pb;0.047
Ar-04;1/02/2021;Pb;0.014
Ar-04;1/03/2021;Pb;0.012
Ar-04;1/04/2021;Pb;0.009
Ar-04;1/05/2021;Pb;0.068
Ar-04;1/06/2021;Pb;0.037
Ar-04;1/07/2021;Pb;0.042
Ar-04;1/08/2021;Pb;0.119
Ar-04;1/09/2021;Pb;0.063
Ar-04;1/10/2021;Pb;0.026
Ar-04;1/11/2021;Pb;0.087
Ar-04;1/12/2021;Pb;0.013
Ar-04;1/01/2022;Pb;0.046
Ar-04;1/02/2022;Pb;0.01
Ar-04;1/03/2022;Pb;0.021
Ar-04;1/04/2022;Pb;0.041
Ar-04;1/05/2022;Pb;0.022
Ar-04;1/06/2022;Pb;0.01
Ar-04;1/07/2022;Pb;0.051
Ar-04;1/08/2022;Pb;0.051
Ar-04;1/09/2022;Pb;0.006
Ar-04;1/10/2022;Pb;0.058
Ar-04;1/11/2022;Pb;0.016
Ar-04;1/12/2022;Pb;0.082
Ar-04;1/01/2023;Pb;0.011
Ar-04;1/02/2023;Pb;0.007
Ar-04;1/03/2023;Pb;0.007
Ar-04;1/04/2023;Pb;0.007
Ar-04;1/05/2023;Pb;0.019
Ar-04;1/06/2023;Pb;0.1091
Ar-04;1/07/2023;Pb;0.0511
Ar-04;1/08/2023;Pb;0.14
Ar-04;1/09/2023;Pb;0.0076
Ar-04;1/10/2023;Pb;0.007
Ar-04;1/11/2023;Pb;0.0091
Ar-04;1/12/2023;Pb;0.0114
Ar-04;1/01/2024;Pb;0.0164
Ar-04;1/02/2024;Pb;0.0268
Ar-04;1/03/2024;Pb;0.008
Ar-04;1/04/2024;Pb;0.0144
Ar-04;1/05/2024;Pb;0.0199
Ar-04;1/06/2024;Pb;0.0423
Ar-04;1/07/2024;Pb;0.0415
Ar-04;1/08/2024;Pb;0.021
Ar-04;1/09/2024;Pb;0.0564
Ar-04;1/10/2024;Pb;0.0233
Ar-04;1/11/2024;Pb;0.047
Ar-04;1/12/2024;Pb;0.0156
Ar-04;1/01/2025;Pb;0.0092
Ar-04;1/02/2025;Pb;0.007
Ar-04;1/03/2025;Pb;0.0296
Ar-04;1/04/2025;Pb;0.0198
Ar-04;1/05/2025;Pb;0.007
Ar-04;1/06/2025;Pb;0.04
